RowID,OrderID,OrderDate,OrderPriority,OrderQuantity,Sales,Discount,ShipMode,Profit,UnitPrice,ShippingCost,CustomerID,Province,Region,CustomerSegment,ProductCategory,ProductSubCategory,ProductName,ProductContainer,ProductBaseMargin,ShippedDate
4858,34567,2009-04-26T00:00:00,Low,18,3344.11,0.03,Delivery Truck,588.54,180.98,26.2,Katrina Bavinger,Ontario,Ontario,Consumer,Furniture,Chairs & Chairmats,Global Ergonomic Managers Chair,Jumbo Drum,0.59,2009-04-30T00:00:00
5078,36163,2012-11-05T00:00:00,Low,32,463,0.07,Regular Air,24.61,14.45,7.17,Meg O'Connel,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,"Acco Recycled 2 Capacity Laser Printer Hanging Data Binders""""cco Recycled 2"" Capacity Laser Printer Hangi""""co Recycled 2"" Capacity Laser""""o Recycled 2"" C"""" R""",Small Box,0.38,2012-11-05T00:00:00
5114,36449,2010-09-05T00:00:00,Not Specified,6,90.75,0.02,Regular Air,-26.39,12.99,14.37,Bruce Stewart,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"Tensor Hersey Kiss"" Styled Floor Lamp""""ensor ""Hersey Kiss"" Styled Flo""""nsor ""Hersey Kiss"" Styl""""sor ""Hersey Kiss""""""or ""Hersey K""""r ""Herse"""" ""Her""""""He""""He""",Large Box,0.73,2010-09-05T00:00:00
5144,36675,2011-07-03T00:00:00,High,39,113.09,0.04,Regular Air,29.76,2.94,0.81,Christine Sundaresam,Ontario,Ontario,Small Business,Office Supplies,Pens & Art Supplies,Prang Colored Pencils,Wrap Bag,0.4,2011-07-06T00:00:00
5327,37862,2009-01-12T00:00:00,Not Specified,27,1603.27,0.01,Regular Air,452.49,59.98,3.99,Guy Thornton,Ontario,Ontario,Corporate,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Small Box,0.57,2009-01-15T00:00:00
5379,38240,2009-12-19T00:00:00,High,4,41.53,0.04,Regular Air,-15.53,8.6,6.19,Ken Lonsdale,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,Avery Printable Repositionable Plastic Tabs,Small Box,0.38,2009-12-19T00:00:00
5450,38693,2011-06-14T00:00:00,Low,3,2222.61,0.02,Regular Air,196.08,699.99,24.49,Lycoris Saunders,Ontario,Ontario,Home Office,Technology,Copiers and Fax,Canon PC1060 Personal Laser Copier,Large Box,0.41,2011-06-21T00:00:00
5483,38917,2010-11-21T00:00:00,Low,11,618.1965,0.02,Regular Air,-132.53,65.99,8.8,Joseph Airdo,Ontario,Ontario,Consumer,Technology,Telephones and Communication,6120,Small Box,0.58,2010-11-28T00:00:00
5501,39015,2009-12-06T00:00:00,Medium,13,5236.14,0.05,Delivery Truck,567.59,399.98,12.06,Lycoris Saunders,Ontario,Ontario,Corporate,Technology,Office Machines,Okidata ML320 Series Turbo Dot Matrix Printers,Jumbo Box,0.56,2009-12-06T00:00:00
5502,39015,2009-12-06T00:00:00,Medium,11,74.02,0.07,Regular Air,-28.45,6.48,5.74,Lycoris Saunders,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1994,Small Box,0.37,2009-12-06T00:00:00
5539,39265,2010-05-07T00:00:00,Critical,47,198.08,0.02,Regular Air,32.69,4.28,0.94,Dorothy Dickinson,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Newell 336,Wrap Bag,0.56,2010-05-08T00:00:00
5770,40962,2011-02-20T00:00:00,Critical,28,1553.66,0.03,Regular Air,547.48,54.48,0.99,Mary Zewe,Ontario,Ontario,Corporate,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,Small Box,0.57,2011-02-21T00:00:00
5771,40962,2011-02-20T00:00:00,Critical,30,3276.9965,0,Regular Air,653.06,125.99,8.99,Mary Zewe,Ontario,Ontario,Corporate,Technology,Telephones and Communication,M70,Small Box,0.59,2011-02-21T00:00:00
5786,41059,2010-09-14T00:00:00,Medium,26,363.16,0.08,Express Air,3.92,14.27,7.27,Lycoris Saunders,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,"GBC Laser Imprintable Binding System Covers, Desert Sand",Small Box,0.38,2010-09-14T00:00:00
5787,41059,2010-09-14T00:00:00,Medium,45,12571.63,0.09,Regular Air,5455.96,300.98,13.99,Lycoris Saunders,Ontario,Ontario,Corporate,Technology,Office Machines,Polycom VoiceStation 100,Medium Box,0.39,2010-09-15T00:00:00
5788,41059,2010-09-14T00:00:00,Medium,21,128.86,0,Express Air,24.53,5.84,1.2,Lycoris Saunders,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Newell 312,Wrap Bag,0.55,2010-09-16T00:00:00
5789,41059,2010-09-14T00:00:00,Medium,45,17884.53,0.04,Delivery Truck,2357.86,400.98,42.52,Lycoris Saunders,Ontario,Ontario,Corporate,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,Jumbo Box,0.71,2010-09-15T00:00:00
5872,41664,2011-12-04T00:00:00,Critical,5,54.8,0,Regular Air,-15.3,9.78,1.99,Janet Molinari,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"Memorex Slim 80 Minute CD-R, 10/Pack",Small Pack,0.43,2011-12-04T00:00:00
5873,41664,2011-12-04T00:00:00,Critical,40,1038.19,0.07,Regular Air,230.69,25.98,4.08,Janet Molinari,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Boston 1799 Powerhouse Electric Pencil Sharpener,Small Pack,0.57,2011-12-06T00:00:00
6012,42596,2012-08-14T00:00:00,Medium,9,51.75,0.05,Regular Air,4.16,5.58,0.7,Liz Thompson,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Newell 314,Wrap Bag,0.6,2012-08-16T00:00:00
6135,43424,2011-08-18T00:00:00,Not Specified,34,772.56,0.04,Express Air,143.87,22.98,4.5,Maria Bertelson,Ontario,Ontario,Home Office,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,Small Box,0.55,2011-08-20T00:00:00
6179,43808,2011-01-06T00:00:00,Low,16,108.73,0.04,Regular Air,-22.21,6.24,5.22,Christine Sundaresam,Ontario,Ontario,Small Business,Furniture,Office Furnishings,Eldon Expressions Mahogany Wood Desk Collection,Small Box,0.6,2011-01-13T00:00:00
6373,45218,2009-05-10T00:00:00,Low,49,309.46,0.08,Regular Air,-82.64,6.48,2.74,Robert Waldorf,Ontario,Ontario,Home Office,Technology,Computer Peripherals,"Sony MFD2HD Formatted Diskettes, 10/Pack",Small Pack,0.71,2009-05-12T00:00:00
6470,46050,2010-01-04T00:00:00,High,3,876.75,0.02,Regular Air,-248.69,289.53,19.99,Julie Prescott,Ontario,Ontario,Home Office,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,Small Box,0.56,2010-01-07T00:00:00
6479,46117,2011-05-22T00:00:00,Low,22,1168.28,0.02,Delivery Truck,126.07,50.98,14.19,Maria Bertelson,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,"Global Deluxe Stacking Chair, Gray",Jumbo Drum,0.56,2011-05-26T00:00:00
6494,46243,2012-01-24T00:00:00,Low,31,614.35,0.02,Express Air,78.89,18.97,9.03,Maria Bertelson,Ontario,Ontario,Corporate,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Box,0.37,2012-01-26T00:00:00
6495,46243,2012-01-24T00:00:00,Low,1,3.63,0.03,Regular Air,-1.56,2.88,0.7,Maria Bertelson,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Newell 335,Wrap Bag,0.56,2012-01-29T00:00:00
6496,46243,2012-01-24T00:00:00,Low,31,172.99,0.05,Regular Air,61.51,5.84,1,Maria Bertelson,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,"Quartet Omega Colored Chalk, 12/Pack",Wrap Bag,0.38,2012-01-31T00:00:00
6504,46310,2010-07-21T00:00:00,High,29,1935.25,0.04,Regular Air,652.19,63.98,11.55,Annie Thurman,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,GBC DocuBind P50 Personal Binding Machine,Small Box,0.38,2010-07-22T00:00:00
6505,46310,2010-07-21T00:00:00,High,13,278.5,0.1,Regular Air,-6.23,22.01,5.53,Annie Thurman,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Boston 16801 Nautilus Battery Pencil Sharpener,Small Pack,0.59,2010-07-22T00:00:00
6506,46310,2010-07-21T00:00:00,High,42,5423.58,0.01,Regular Air,1361.56,120.33,19.99,Annie Thurman,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,Iceberg Mobile Mega Data/Printer Cart ,Small Box,0.59,2010-07-21T00:00:00
6537,46503,2011-11-06T00:00:00,Not Specified,26,1196.7915,0.07,Regular Air,265.39,55.99,1.25,Meg O'Connel,Ontario,Ontario,Small Business,Technology,Telephones and Communication,Accessory2,Small Pack,0.55,2011-11-09T00:00:00
6572,46726,2012-07-05T00:00:00,Not Specified,46,325.97,0.02,Regular Air,-255.22,6.84,8.37,Meg O'Connel,Ontario,Ontario,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",Acme Design Line 8 Stainless Steel Bent Scissors w/Champagne Handles,Small Pack,0.58,2012-07-05T00:00:00
6573,46726,2012-07-05T00:00:00,Not Specified,10,49.65,0.02,Regular Air,8.27,4.55,1.49,Meg O'Connel,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,Presstex Flexible Ring Binders,Small Box,0.35,2012-07-07T00:00:00
6613,47042,2012-03-02T00:00:00,Critical,45,1375.3765,0.03,Regular Air,592.22,35.99,3.3,Maria Bertelson,Ontario,Ontario,Home Office,Technology,Telephones and Communication,Accessory9,Small Pack,0.39,2012-03-03T00:00:00
6635,47174,2011-09-16T00:00:00,Critical,42,642.1,0,Regular Air,41.56,13.99,7.51,Maria Bertelson,Ontario,Ontario,Corporate,Technology,Office Machines,Sharp EL500L Fraction Calculator,Medium Box,0.39,2011-09-16T00:00:00
6746,48034,2009-07-14T00:00:00,Not Specified,47,945.86,0.1,Regular Air,31.59,22.01,5.53,Robert Waldorf,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Boston 16801 Nautilus Battery Pencil Sharpener,Small Pack,0.59,2009-07-15T00:00:00
6747,48034,2009-07-14T00:00:00,Not Specified,12,2340.504,0.04,Delivery Truck,243.16,236.97,59.24,Robert Waldorf,Ontario,Ontario,Home Office,Furniture,Tables,Chromcraft Rectangular Conference Tables,Jumbo Box,0.61,2009-07-14T00:00:00
6760,48164,2011-10-29T00:00:00,High,33,94.39,0.07,Regular Air,12.31,2.88,0.7,Christine Sundaresam,Ontario,Ontario,Small Business,Office Supplies,Pens & Art Supplies,Newell 340,Wrap Bag,0.56,2011-10-31T00:00:00
6896,49189,2011-01-15T00:00:00,Critical,32,249.59,0.06,Regular Air,101.82,7.64,1.39,Brian Thompson,Ontario,Ontario,Home Office,Office Supplies,Envelopes,Security-Tint Envelopes,Small Box,0.36,2011-01-18T00:00:00
6997,49986,2010-10-14T00:00:00,Critical,39,110.36,0.05,Regular Air,8.6,2.84,0.93,Joseph Airdo,Ontario,Ontario,Consumer,Office Supplies,Pens & Art Supplies,SANFORD Liquid Accent Tank-Style Highlighters,Wrap Bag,0.54,2010-10-16T00:00:00
7054,50336,2009-11-04T00:00:00,Not Specified,9,58.98,0,Regular Air,-17.79,5.77,4.97,Joseph Airdo,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,Avery Binding System Hidden Tab Executive Style Index Sets,Small Box,0.35,2009-11-05T00:00:00
7059,50373,2009-07-02T00:00:00,Critical,9,1455.04,0.06,Regular Air,-7.58,161.55,19.99,Christina Vanderzanden,Ontario,Ontario,Small Business,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer Files,Small Box,0.66,2009-07-03T00:00:00
7086,50564,2012-03-02T00:00:00,High,30,11041.42,0.07,Regular Air,4456.25,387.99,19.99,Julie Prescott,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Fellowes PB300 Plastic Comb Binding Machine,Small Box,0.38,2012-03-04T00:00:00
7139,50949,2011-02-04T00:00:00,Medium,32,73.55,0.09,Express Air,7.95,2.18,0.78,Guy Thornton,Ontario,Ontario,Corporate,Office Supplies,Rubber Bands,Stockwell Push Pins,Wrap Bag,0.52,2011-02-05T00:00:00
7140,50949,2011-02-04T00:00:00,Medium,46,4804.0385,0.08,Regular Air,1077.92,125.99,8.8,Guy Thornton,Ontario,Ontario,Corporate,Technology,Telephones and Communication,StarTAC 6500,Small Box,0.59,2011-02-06T00:00:00
7198,51361,2011-03-18T00:00:00,Low,14,76.06,0.02,Express Air,-35.99,4.28,5.68,Meg O'Connel,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 199,Small Box,0.4,2011-03-20T00:00:00
7199,51361,2011-03-18T00:00:00,Critical,50,18056.68,0,Delivery Truck,-6474.65,349.45,60,Meg O'Connel,Ontario,Ontario,Corporate,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Jumbo Drum,0.4,2011-03-22T00:00:00
7258,51780,2010-07-24T00:00:00,Low,42,372.69,0.01,Express Air,-177.03,8.04,8.94,Rob Beeghly,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Small Box,0.4,2010-07-31T00:00:00
7278,51940,2012-10-17T00:00:00,High,11,65.5,0.08,Regular Air,-55.94,5.98,4.38,Ivan Gibson,Ontario,Ontario,Corporate,Technology,Computer Peripherals,Imation 3.5 DS/HD IBM Formatted Diskettes,Small Pack,0.75,2012-10-18T00:00:00
7305,52071,2011-11-27T00:00:00,Not Specified,14,136.85,0.01,Regular Air,-4.43,8.85,5.6,Annie Thurman,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,GBC Standard Plastic Binding Systems Combs,Small Box,0.36,2011-11-29T00:00:00
7306,52071,2011-11-27T00:00:00,Not Specified,1,12.74,0.05,Regular Air,-11.39,7.96,4.95,Annie Thurman,Ontario,Ontario,Consumer,Furniture,Office Furnishings,Staples Plastic Wall Frames,Small Box,0.41,2011-11-29T00:00:00
7449,53152,2009-03-05T00:00:00,Medium,5,185.79,0.02,Regular Air,-159.68,34.98,7.53,Bill Eplett,Ontario,Ontario,Corporate,Technology,Computer Peripherals,Fellowes EZ Multi-Media Keyboard,Small Box,0.76,2009-03-07T00:00:00
7450,53152,2009-03-05T00:00:00,Medium,9,196.41,0.01,Regular Air,27.91,19.99,11.17,Bill Eplett,Ontario,Ontario,Corporate,Furniture,Office Furnishings,Telescoping Adjustable Floor Lamp,Large Box,0.6,2009-03-08T00:00:00
7451,53152,2009-03-05T00:00:00,Medium,9,186.67,0.02,Regular Air,2.06,19.98,8.68,Bill Eplett,Ontario,Ontario,Corporate,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box,0.37,2009-03-07T00:00:00
7573,54177,2012-01-25T00:00:00,Critical,12,480.73,0.1,Regular Air,148.2,42.8,2.99,Maria Bertelson,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones Elliptical Ring 3 1/2 Capacity Binders,Small Box,0.36,2012-01-25T00:00:00
7574,54177,2012-01-25T00:00:00,Critical,25,159,0.1,Regular Air,-98.15,6.48,7.37,Maria Bertelson,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 210,Small Box,0.37,2012-01-27T00:00:00
7688,55107,2010-05-08T00:00:00,Low,32,171.52,0.1,Regular Air,46.61,5.68,1.39,Julie Prescott,Ontario,Ontario,Home Office,Office Supplies,Envelopes,Staples Standard Envelopes,Small Box,0.38,2010-05-13T00:00:00
7750,55461,2009-09-28T00:00:00,Medium,16,84.01,0.06,Regular Air,-34.12,4.82,5.72,Meg O'Connel,Ontario,Ontario,Small Business,Furniture,Office Furnishings,Magna Visual Magnetic Picture Hangers,Small Pack,0.47,2009-09-29T00:00:00
7760,55526,2012-07-02T00:00:00,High,23,445.17,0.02,Regular Air,38.11,18.97,9.03,Guy Thornton,Ontario,Ontario,Corporate,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Box,0.37,2012-07-03T00:00:00
7829,55969,2010-10-04T00:00:00,Medium,37,2329.4,0.08,Regular Air,189.77,64.98,6.88,Meg O'Connel,Ontario,Ontario,Small Business,Office Supplies,Storage & Organization,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Small Box,0.73,2010-10-07T00:00:00
7996,57153,2009-05-26T00:00:00,Critical,9,106.05,0.02,Regular Air,-14.52,11.33,6.12,Meg O'Connel,Ontario,Ontario,Corporate,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Medium Box,0.42,2009-05-28T00:00:00
7997,57153,2009-05-26T00:00:00,Critical,45,698.1,0.01,Regular Air,336.25,15.67,1.39,Meg O'Connel,Ontario,Ontario,Corporate,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Small Box,0.38,2009-05-27T00:00:00
8065,57538,2010-02-20T00:00:00,Critical,40,1370.49,0.08,Regular Air,-244.63,33.98,19.99,Christina Vanderzanden,Ontario,Ontario,Small Business,Furniture,Office Furnishings,"Linden 12 Wall Clock With Oak Frame""""inden 12"" Wall Clock With """"nden 12"" Wall Clo""""den 12"" W""""en""",Small Box,0.55,2010-02-22T00:00:00
8201,58656,2010-12-04T00:00:00,High,5,39.44,0,Regular Air,-0.94,6.75,2.99,Doug O'Connell,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones DublLock D-Ring Binders,Small Box,0.35,2010-12-06T00:00:00
8202,58656,2010-12-04T00:00:00,High,3,11.01,0.09,Regular Air,-1.42,2.08,5.33,Doug O'Connell,Ontario,Ontario,Small Business,Furniture,Office Furnishings,Eldon Wave Desk Accessories,Small Box,0.43,2010-12-06T00:00:00
8226,58789,2010-08-05T00:00:00,Low,26,195.51,0.03,Regular Air,-105.72,7.3,7.72,Christina Vanderzanden,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,"Angle-D Binders with Locking Rings, Label Holders",Small Box,0.38,2010-08-09T00:00:00
8227,58789,2010-08-05T00:00:00,Low,38,377.13,0.02,Regular Air,-10.29,9.77,6.02,Christina Vanderzanden,Ontario,Ontario,Small Business,Furniture,Office Furnishings,DAX Solid Wood Frames,Medium Box,0.48,2010-08-10T00:00:00
8280,59200,2011-12-09T00:00:00,Medium,4,170.45,0.09,Regular Air,-30.27,42.98,4.62,Maria Bertelson,Ontario,Ontario,Home Office,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,Small Box,0.56,2011-12-09T00:00:00
8281,59200,2011-12-09T00:00:00,Medium,28,350.42,0.03,Regular Air,-37.3,11.97,5.81,Maria Bertelson,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Staples SlimLine Pencil Sharpener,Small Pack,0.6,2011-12-11T00:00:00
8321,59459,2009-02-04T00:00:00,Medium,40,69.66,0.07,Regular Air,-51.42,1.7,1.99,Christine Sundaresam,Ontario,Ontario,Small Business,Technology,Computer Peripherals,BASF Silver 74 Minute CD-R,Small Pack,0.51,2009-02-05T00:00:00
8379,59878,2012-05-28T00:00:00,High,6,112.4,0.1,Regular Air,-46.75,17.98,8.51,Ivan Gibson,Ontario,Ontario,Corporate,Technology,Office Machines,Canon P1-DHIII Palm Printing Calculator,Medium Box,0.4,2012-05-29T00:00:00
8380,59878,2012-05-28T00:00:00,High,23,249.64,0.08,Regular Air,-91.65,10.9,7.46,Ivan Gibson,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,Crate-A-Files,Small Box,0.59,2012-05-29T00:00:00
8386,59909,2012-08-05T00:00:00,Low,11,1255.48,0.06,Delivery Truck,-292.65,115.99,56.14,Christina Vanderzanden,Ontario,Ontario,Small Business,Technology,Office Machines,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Jumbo Drum,0.4,2012-08-07T00:00:00
8387,59909,2012-08-05T00:00:00,Low,46,411.56,0.09,Express Air,-188.02,9.38,7.28,Christina Vanderzanden,Ontario,Ontario,Small Business,Office Supplies,Storage & Organization,Staples File Caddy,Small Box,0.57,2012-08-12T00:00:00
184,1218,2009-06-19T00:00:00,Not Specified,3,46.46,0.1,Regular Air,-25.13,14.42,6.75,Craig Carroll,Ontario,Ontario,Corporate,Office Supplies,Appliances,Holmes Odor Grabber,Medium Box,0.52,2009-06-22T00:00:00
237,1600,2010-03-02T00:00:00,Medium,32,303.59,0.1,Regular Air,-45.99,9.65,6.22,Liz MacKendrick,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Small Box,0.55,2010-03-04T00:00:00
178,1154,2012-02-14T00:00:00,Critical,7,516.65,0.01,Express Air,57.1,70.97,3.5,Thea Hendricks,Newfoundland,Atlantic,Home Office,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Small Box,0.59,2012-02-15T00:00:00
207,1382,2010-08-16T00:00:00,Low,5,89.335,0.06,Regular Air,-107.1,20.99,2.5,Corey Catlett,Newfoundland,Atlantic,Home Office,Technology,Telephones and Communication,Accessory37,Wrap Bag,0.81,2010-08-20T00:00:00
208,1382,2010-08-16T00:00:00,Low,39,158.46,0.06,Regular Air,-130.66,3.98,5.26,Corey Catlett,Newfoundland,Atlantic,Home Office,Office Supplies,Binders and Binder Accessories,Ibico Presentation Index for Binding Systems,Small Box,0.38,2010-08-23T00:00:00
209,1382,2010-08-16T00:00:00,Low,31,7180.83,0.02,Delivery Truck,487.17,220.98,64.66,Corey Catlett,Newfoundland,Atlantic,Home Office,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",Jumbo Box,0.62,2010-08-23T00:00:00
211,1411,2009-12-20T00:00:00,High,39,5748.2,0.09,Delivery Truck,-459.86,160.98,35.02,Ed Jacobs,Newfoundland,Atlantic,Small Business,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,Jumbo Box,0.72,2009-12-21T00:00:00
219,1444,2009-12-05T00:00:00,Medium,2,21.44,0.02,Regular Air,-13.67,6.48,8.74,Noel Staavos,Newfoundland,Atlantic,Home Office,Office Supplies,Paper,Xerox 1984,Small Box,0.36,2009-12-07T00:00:00
580,3942,2010-06-27T00:00:00,Not Specified,22,1559.7755,0.03,Regular Air,-247.18,85.99,0.99,Keith Herrera,Newfoundland,Atlantic,Small Business,Technology,Telephones and Communication,Accessory4,Wrap Bag,0.85,2010-06-28T00:00:00
664,4647,2009-05-13T00:00:00,Medium,7,1203.73,0.03,Regular Air,293.14,162.93,19.99,Carlos Meador,Newfoundland,Atlantic,Corporate,Office Supplies,Envelopes,Multimedia Mailers,Small Box,0.39,2009-05-14T00:00:00
665,4647,2009-05-13T00:00:00,Medium,6,75.19,0.01,Regular Air,-6.61,11.58,5.72,Carlos Meador,Newfoundland,Atlantic,Corporate,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",Small Box,0.35,2009-05-15T00:00:00
707,4960,2011-02-25T00:00:00,Low,30,8363.65,0.09,Delivery Truck,763.33,300.98,64.73,Corinna Mitchell,Newfoundland,Atlantic,Corporate,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",Jumbo Drum,0.56,2011-03-01T00:00:00
1010,7367,2011-06-05T00:00:00,Low,46,303.62,0.02,Regular Air,-59.98,6.48,2.74,Raymond Fair,Newfoundland,Atlantic,Small Business,Technology,Computer Peripherals,"Sony MFD2HD Formatted Diskettes, 10/Pack",Small Pack,0.71,2011-06-12T00:00:00
1079,7938,2010-03-13T00:00:00,Medium,34,334.66,0.05,Regular Air,132.56,9.93,1.09,Carlos Meador,Newfoundland,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Peel-Off China Markers,Wrap Bag,0.43,2010-03-14T00:00:00
1142,8320,2009-09-19T00:00:00,Not Specified,35,1142.36,0.02,Regular Air,72.78,30.73,4,Karl Brown,Newfoundland,Atlantic,Home Office,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Small Box,0.75,2009-09-22T00:00:00
1203,8807,2010-02-25T00:00:00,Low,14,1379.3375,0.08,Regular Air,-78.54,125.99,4.2,Natalie Webber,Newfoundland,Atlantic,Consumer,Technology,Telephones and Communication,i1000plus,Small Box,0.57,2010-03-04T00:00:00
1245,9062,2011-03-20T00:00:00,High,19,1825.42,0.06,Regular Air,1193.19,99.23,8.99,Eric Barreto,Newfoundland,Atlantic,Consumer,Furniture,Office Furnishings,GE 48 Fluorescent Tube,Small Pack,0.35,2011-03-23T00:00:00
1308,9602,2012-11-10T00:00:00,Critical,27,2654.16,0.01,Delivery Truck,600.93,90.97,28,Hunter Lopez,Newfoundland,Atlantic,Consumer,Technology,Office Machines,Lexmark Z55se Color Inkjet Printer,Jumbo Drum,0.38,2012-11-12T00:00:00
1310,9602,2012-11-10T00:00:00,Critical,15,1722.65,0.05,Delivery Truck,-399.67,114.98,51.42,Hunter Lopez,Newfoundland,Atlantic,Consumer,Furniture,Bookcases,Sauder Camden County Collection Library,Jumbo Box,0.65,2012-11-11T00:00:00
1402,10209,2010-11-29T00:00:00,Medium,14,461.55,0.09,Regular Air,-12,33.98,19.99,Barry Franz,Newfoundland,Atlantic,Corporate,Furniture,Office Furnishings,"Linden 12 Wall Clock With Oak Frame""""inden 12"" Wall Clock With """"nden 12"" Wall Clo""""den 12"" W""""en""",Small Box,0.55,2010-11-29T00:00:00
1425,10338,2011-07-14T00:00:00,Not Specified,9,799.98,0.04,Delivery Truck,15.36,90.97,14,Barry Franz,Newfoundland,Atlantic,Corporate,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer,Jumbo Drum,0.36,2011-07-16T00:00:00
1485,10688,2012-05-12T00:00:00,Medium,14,618.84,0.05,Regular Air,-200.84,41.47,34.2,Craig Yedwab,Newfoundland,Atlantic,Corporate,Furniture,Office Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,Wrap Bag,0.73,2012-05-13T00:00:00
1553,11206,2009-12-28T00:00:00,Low,6,177.67,0.03,Regular Air,39.63,28.53,1.49,Eric Barreto,Newfoundland,Atlantic,Small Business,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',Small Box,0.38,2010-01-01T00:00:00
1601,11585,2009-03-15T00:00:00,Medium,2,200.753,0.09,Regular Air,-605.37,125.99,8.99,Chuck Sachs,Newfoundland,Atlantic,Consumer,Technology,Telephones and Communication,SC7868i,Small Box,0.55,2009-03-16T00:00:00
1796,12868,2011-03-01T00:00:00,Critical,2,9.37,0.09,Regular Air,-5.26,4.48,1.22,Muhammed Lee,Newfoundland,Atlantic,Consumer,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,Wrap Bag,0.36,2011-03-03T00:00:00
1994,14215,2012-07-13T00:00:00,Medium,44,2277.03,0.07,Regular Air,964.1,55.48,6.79,Karl Brown,Newfoundland,Atlantic,Home Office,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Small Box,0.37,2012-07-14T00:00:00
2053,14662,2011-11-16T00:00:00,High,24,39.69,0.05,Regular Air,-1.78,1.68,1,Karl Brown,Newfoundland,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Prang Dustless Chalk Sticks,Wrap Bag,0.35,2011-11-17T00:00:00
2059,14727,2012-07-19T00:00:00,Medium,50,8532.152,0.04,Delivery Truck,-513.79,212.6,52.2,Bobby Trafton,Newfoundland,Atlantic,Small Business,Furniture,Tables,Bush Advantage Collection Round Conference Table,Jumbo Box,0.64,2012-07-22T00:00:00
