emp_id,first_name,last_name,dob,addr1,addr2,city,latitude,longitude,state,zip,home_phone,mobile,pager,home_email,job_title,hire_date,work_phone,work_email,reports_to,dept_num,office_number
512,Anthony,Austin,1/20/1973,3 Vermont Place,,Memphis,35.2017,-89.9715,TN,38168,1-(901)154-7558,1-(903)370-4944,,,Data Coordiator,3/17/2014,1-(503)356-6123,Anthony.Austin@foo.com,4,2,844
513,Patrick,Hayes,7/16/1967,8067 Dovetail Road,,Houston,29.834,-95.4342,TX,77206,1-(713)223-6358,1-(775)914-6016,,,Quality Control Specialist,12/9/2005,1-(407)154-0248,Patrick.Hayes@foo.com,5,2,540
514,Stephen,Anderson,9/29/1988,8 Kings Court,,Washington,38.8933,-77.0146,DC,20425,1-(202)525-3454,1-(410)354-0601,,sandersone9@go.com,Sales Representative,5/7/2008,1-(253)401-0866,Stephen.Anderson@foo.com,3,1,599
515,Henry,Patterson,4/29/1989,761 Carberry Pass,,Gulfport,30.4158,-89.0684,MS,39505,1-(228)462-9735,1-(904)522-6620,,,Programmer IV,2/21/2008,1-(773)129-1739,Henry.Patterson@foo.com,516,1,522
516,Lisa,Vasquez,7/31/1974,2839 Pepper Wood Junction,,Philadelphia,39.9845,-75.2282,PA,19131,1-(215)270-5535,1-(213)383-0479,,,Chief Design Engineer,12/9/2005,1-(714)841-4028,Lisa.Vasquez@foo.com,3,3,580
517,Virginia,Morgan,3/7/1951,0 Hallows Center,,Raleigh,35.7977,-78.6253,NC,27690,1-(919)974-2352,1-(360)113-0706,,,Staff Scientist,3/23/2013,1-(216)792-8338,Virginia.Morgan@foo.com,5,3,819
518,William,Fuller,6/10/1984,7 Fieldstone Drive,,Canton,40.854,-81.4278,OH,44760,1-(330)975-1097,1-(303)360-9665,,,Geologist III,11/29/2010,1-(314)786-0268,William.Fuller@foo.com,5,5,736
519,Jean,Ruiz,8/13/1965,351 Evergreen Trail,Floor 2,Washington,38.8933,-77.0146,DC,20268,1-(202)594-6497,1-(858)401-7345,,,Legal Assistant,12/3/2005,1-(859)417-5508,Jean.Ruiz@foo.com,3,5,654
520,Robin,Sanchez,4/23/1977,380 Nevada Plaza,,Irvine,33.6706,-117.7645,CA,92619,1-(949)202-3621,1-(509)486-3549,1-(810)675-3101,rsanchezef@java.com,Accountant I,7/8/2013,1-(518)952-9260,Robin.Sanchez@foo.com,3,1,560
521,Norma,West,11/6/1957,86 Monterey Center,,Olympia,47.1042,-122.87,WA,98506,1-(360)315-0723,1-(323)500-5486,,,Accounting Assistant I,7/8/2015,1-(405)834-5078,Norma.West@foo.com,2,3,958
522,Clarence,Nichols,11/20/1983,923 Novick Road,,Grand Rapids,43.0073,-85.7255,MI,49544,1-(616)186-9204,1-(940)731-1453,1-(484)336-6395,cnicholseh@comsenz.com,Marketing Assistant,5/29/2015,1-(989)459-0470,Clarence.Nichols@foo.com,4,5,710
523,Arthur,Burke,2/28/1968,6797 Ryan Terrace,,Davenport,41.5386,-90.6115,IA,52804,1-(563)667-5048,1-(972)195-5680,,,Librarian,6/12/2013,1-(318)979-2952,Arthur.Burke@foo.com,2,3,550
524,Gloria,Fowler,10/29/1965,4996 South Circle,,San Antonio,29.4375,-98.4616,TX,78265,1-(210)108-5169,1-(805)421-2189,,,Product Engineer,2/20/2011,1-(818)238-4885,Gloria.Fowler@foo.com,4,3,643
525,Joe,Mendoza,1/8/1982,480 Lakeland Place,#1,Boston,42.3389,-70.9196,MA,2104,1-(318)714-2433,1-(916)553-7379,,,Health Coach I,7/1/2006,1-(339)593-9105,Joe.Mendoza@foo.com,5,3,628
526,Bobby,Carr,1/8/1960,592 Glendale Parkway,Apt. B,Cincinnati,39.0706,-84.4179,OH,45228,1-(513)394-1735,1-(619)774-7706,,,Health Coach III,6/15/2013,1-(210)442-5928,Bobby.Carr@foo.com,3,2,556
527,Andrea,Hanson,10/27/1955,7 Tony Center,,Columbus,32.491,-84.8741,GA,31914,1-(706)754-8265,1-(865)911-5387,,,Administrative Assistant II,5/7/2009,1-(209)431-6576,Andrea.Hanson@foo.com,3,1,826
528,Brian,Gilbert,8/9/1951,0 Holy Cross Circle,,Newark,39.5645,-75.597,DE,19714,1-(302)298-0917,,,,Research Nurse,1/22/2008,1-(205)406-2217,Brian.Gilbert@foo.com,2,2,968
529,Joe,Rose,10/25/1952,061 Morrow Junction,,Seattle,47.4323,-121.8034,WA,98140,1-(425)777-6666,1-(337)581-6230,,,Project Manager,10/19/2007,1-(717)682-8500,Joe.Rose@foo.com,3,2,871
530,Victor,Watson,1/18/1989,3409 Jay Avenue,,Dallas,32.7673,-96.7776,TX,75323,1-(214)819-1787,1-(518)238-2910,,,Information Systems Manager,7/1/2015,1-(405)935-4615,Victor.Watson@foo.com,5,4,799
531,Ronald,Dean,10/20/1952,9542 Lakewood Hill,,Portland,45.5806,-122.3748,OR,97271,1-(971)404-2173,1-(405)135-0456,,,Staff Scientist,11/9/2010,1-(239)363-1449,Ronald.Dean@foo.com,1,2,851
532,Patrick,Alexander,8/19/1955,739 Cascade Junction,,Oklahoma City,35.5514,-97.4075,OK,73147,1-(405)826-7046,1-(972)906-3305,,,Research Associate,1/18/2007,1-(919)396-5577,Patrick.Alexander@foo.com,5,2,652
533,Wayne,Gilbert,12/18/1958,8184 Shopko Hill,#3,Detroit,42.2399,-83.1508,MI,48295,1-(313)544-8832,1-(316)704-3621,,,Programmer Analyst I,4/14/2007,1-(212)375-9493,Wayne.Gilbert@foo.com,1,3,824
534,Willie,Nelson,10/12/1983,944 New Castle Parkway,,Houston,29.834,-95.4342,TX,77212,1-(713)176-1291,1-(239)492-9131,,,Database Administrator II,5/17/2011,1-(505)442-2823,Willie.Nelson@foo.com,3,4,821
535,Shirley,Jenkins,11/19/1965,13 Mitchell Court,,Topeka,39.0429,-95.7697,KS,66629,1-(785)873-9612,1-(915)578-2991,,sjenkinseu@twitpic.com,Analyst Programmer,10/4/2010,1-(512)756-9640,Shirley.Jenkins@foo.com,5,4,565
536,Willie,Perkins,10/10/1989,7 Pennsylvania Junction,,Buffalo,42.7684,-78.8871,NY,14269,1-(716)259-4272,1-(505)351-1139,,,Internal Auditor,8/10/2012,1-(608)126-4303,Willie.Perkins@foo.com,2,3,727
537,Raymond,Sanders,7/20/1990,36 Vahlen Crossing,,New York City,40.7808,-73.9772,NY,10160,1-(212)588-2755,1-(304)501-6343,,,Accountant IV,6/10/2015,1-(281)859-5028,Raymond.Sanders@foo.com,5,1,574
538,Frank,Lawson,4/25/1982,91 Loomis Plaza,,Albuquerque,35.0443,-106.6729,NM,87195,1-(505)104-4962,1-(719)622-5719,,,Design Engineer,8/3/2008,1-(850)127-1009,Frank.Lawson@foo.com,5,5,546
539,Diana,Rose,2/7/1962,6695 Forest Way,,Eugene,44.0185,-123.0998,OR,97405,1-(541)332-4500,1-(251)798-8798,,,Chief Design Engineer,8/25/2014,1-(918)794-7408,Diana.Rose@foo.com,2,2,789
540,Tina,Fuller,7/12/1963,7771 Jay Plaza,,Santa Fe,35.5212,-105.9818,NM,87592,1-(505)922-9182,1-(901)740-8138,,,Software Test Engineer IV,11/6/2014,1-(765)954-1693,Tina.Fuller@foo.com,5,2,787
541,Chris,Garrett,7/22/1987,829 Moose Junction,,Houston,29.834,-95.4342,TX,77223,1-(713)708-3075,1-(713)215-8260,,,Mechanical Systems Engineer,6/13/2010,1-(915)970-4518,Chris.Garrett@foo.com,5,2,972
542,Eric,Hawkins,5/20/1987,9224 Oneill Junction,,Fresno,36.7464,-119.6397,CA,93773,1-(559)819-1239,1-(614)650-8634,,,Operator,7/15/2006,1-(216)726-2797,Eric.Hawkins@foo.com,2,3,641
543,Anthony,Bishop,7/25/1992,75 Village Drive,,Richmond,37.5498,-77.4588,VA,23220,1-(804)479-9607,1-(208)397-0388,,,Environmental Tech,10/2/2010,1-(469)693-5400,Anthony.Bishop@foo.com,4,2,920
544,Rose,Murray,12/21/1979,86667 Ryan Crossing,,Detroit,42.2399,-83.1508,MI,48258,1-(248)477-3755,1-(203)113-9040,,,Design Engineer,6/7/2007,1-(410)145-8787,Rose.Murray@foo.com,5,5,785
545,Martin,Fisher,5/24/1985,49214 Hanover Plaza,,Chicago,41.7454,-87.7135,IL,60652,1-(312)629-5321,1-(415)704-4282,,mfisherf4@tumblr.com,Staff Accountant II,1/6/2011,1-(916)683-0295,Martin.Fisher@foo.com,5,1,910
546,Daniel,Young,4/15/1973,3 Blue Bill Park Center,Apt. C,Terre Haute,39.5327,-87.3255,IN,47805,1-(812)748-4849,1-(702)634-8905,,,Budget/Accounting Analyst II,7/19/2014,1-(253)443-4152,Daniel.Young@foo.com,1,4,649
547,Paul,Murphy,2/26/1975,1 New Castle Pass,,Chicago,41.8119,-87.6873,IL,60681,1-(312)710-0810,1-(772)725-4989,,,Web Designer IV,11/24/2009,1-(571)551-5755,Paul.Murphy@foo.com,3,5,849
548,Ruth,Medina,11/4/1962,209 Riverside Street,Apt. A,Toledo,41.6525,-83.5085,OH,43605,1-(419)185-2547,1-(646)105-0374,,,Executive Secretary,2/6/2010,1-(225)495-2861,Ruth.Medina@foo.com,5,1,664
549,Judy,Myers,9/7/1962,0 Steensland Alley,#1,Aurora,39.7467,-104.8384,CO,80045,1-(303)204-9997,1-(312)810-3746,,,Social Worker,7/12/2009,1-(714)331-7621,Judy.Myers@foo.com,1,3,922
550,Chris,Wallace,7/15/1967,850 Lindbergh Road,Apt. B,Denver,39.6472,-105.0795,CO,80235,1-(720)991-0400,1-(615)172-6484,,,Sales Representative,3/21/2013,1-(239)388-8858,Chris.Wallace@foo.com,4,1,697
551,Henry,Gonzalez,11/23/1961,56 Corry Alley,,Montpelier,44.2595,-72.585,VT,5609,1-(802)310-9055,1-(217)412-5158,,,Programmer Analyst IV,1/19/2013,1-(408)359-2741,Henry.Gonzalez@foo.com,1,3,679
552,Cynthia,Richardson,4/10/1963,32707 Maywood Way,Apt. C,Wichita Falls,33.9995,-98.3938,TX,76305,1-(940)710-3699,1-(903)851-2846,,,Recruiting Manager,1/9/2014,1-(916)193-7189,Cynthia.Richardson@foo.com,2,2,948
553,Phillip,Nelson,3/16/1978,26541 Buell Way,,Garland,32.9522,-96.6654,TX,75044,1-(214)835-1260,,,,GIS Technical Architect,9/23/2010,1-(713)532-9401,Phillip.Nelson@foo.com,5,4,964
554,Donald,Ward,1/24/1972,66 Merry Point,,Humble,30.0042,-95.1728,TX,77346,1-(281)985-6246,1-(360)563-8441,,,Accountant III,12/7/2011,1-(801)250-6355,Donald.Ward@foo.com,3,1,946
555,Sean,Welch,10/5/1973,587 Doe Crossing Street,,Boise,43.5345,-115.9711,ID,83716,1-(208)825-1039,1-(386)656-9336,,,Tax Accountant,5/30/2009,1-(202)495-0913,Sean.Welch@foo.com,2,5,644
556,Melissa,Jacobs,4/4/1969,65312 Johnson Way,Apt. A,Chattanooga,35.2211,-85.2091,TN,37450,1-(423)730-6478,1-(502)297-9506,,,Research Associate,9/25/2012,1-(803)291-8688,Melissa.Jacobs@foo.com,5,5,802
557,Frank,Owens,12/18/1973,68336 Lerdahl Lane,,Cheyenne,41.1084,-104.8107,WY,82007,1-(307)239-6738,1-(239)952-2400,,,Senior Cost Accountant,8/11/2015,1-(208)678-0287,Frank.Owens@foo.com,5,4,701
558,Antonio,Davis,12/4/1982,7 Washington Trail,,Phoenix,33.3022,-112.1226,AZ,85045,1-(480)652-7294,1-(713)185-5204,,,Professor,4/13/2012,1-(203)303-1678,Antonio.Davis@foo.com,2,3,805
559,Sandra,Ross,7/29/1992,9 Prairieview Park,,Johnson City,36.3158,-82.3838,TN,37605,1-(423)352-7440,,,,Assistant Media Planner,2/1/2015,1-(651)424-1949,Sandra.Ross@foo.com,2,4,858
560,Gerald,Warren,10/8/1963,479 Service Way,,Peoria,40.692,-89.5887,IL,61629,1-(309)791-2875,1-(601)784-6849,,,Assistant Manager,10/12/2006,1-(253)981-9173,Gerald.Warren@foo.com,2,2,951
561,Jack,Wilson,5/4/1971,56 Warner Lane,,Tucson,32.3366,-111.1771,AZ,85743,1-(520)737-4014,1-(214)501-6127,,,Safety Technician III,2/3/2011,1-(561)939-4854,Jack.Wilson@foo.com,1,3,627
562,Joshua,Knight,3/18/1992,27382 Everett Lane,,Saint Cloud,45.5289,-94.5933,MN,56372,1-(320)277-5225,,,,Nuclear Power Engineer,10/25/2008,1-(412)959-9552,Joshua.Knight@foo.com,2,3,907
563,Paul,Ross,6/26/1969,9 Kings Road,,Houston,29.7041,-95.401,TX,77030,1-(713)542-4745,1-(610)306-6857,,,Tax Accountant,9/13/2014,1-(318)125-3896,Paul.Ross@foo.com,3,5,850
564,Emily,Hawkins,5/29/1963,180 Brickson Park Pass,Floor 2,Manchester,42.9521,-71.6539,NH,3105,1-(603)465-8411,,,,Account Coordinator,3/23/2014,1-(804)506-0943,Emily.Hawkins@foo.com,3,1,651
565,Cheryl,Castillo,3/14/1970,154 Elmside Road,,Cambridge,42.362,-71.083,MA,2142,1-(508)786-5291,,,,Human Resources Assistant I,12/21/2011,1-(214)463-5855,Cheryl.Castillo@foo.com,3,5,857
566,Wayne,Ruiz,4/23/1977,038 Dahle Way,,Kansas City,38.8606,-94.4636,MO,64149,1-(816)615-5048,1-(512)824-8165,,,Software Engineer I,9/25/2014,1-(970)616-7385,Wayne.Ruiz@foo.com,2,3,825
567,Stephen,Fuller,8/23/1991,73 Duke Circle,,Fort Wayne,41.0938,-85.0707,IN,46852,1-(260)839-8621,1-(718)508-0228,,,Structural Analysis Engineer,1/2/2014,1-(954)979-6008,Stephen.Fuller@foo.com,5,4,766
568,Walter,Fox,7/5/1966,920 Nova Center,,Oxnard,34.0324,-119.1343,CA,93034,1-(805)881-2868,1-(478)122-5203,,,Civil Engineer,12/19/2005,1-(757)493-2692,Walter.Fox@foo.com,3,4,748
569,Timothy,Green,1/28/1965,7077 Sachs Park,,Los Angeles,33.7866,-118.2987,CA,90087,1-(213)207-9916,1-(714)457-9837,,,Mechanical Systems Engineer,4/11/2015,1-(917)986-3033,Timothy.Green@foo.com,5,1,900
570,Sarah,Lynch,4/13/1968,0 Jenifer Center,,Charlotte,35.26,-80.8042,NC,28256,1-(704)850-3607,1-(971)670-4697,,,Speech Pathologist,12/6/2013,1-(816)426-2933,Sarah.Lynch@foo.com,1,1,779
571,Marilyn,Tucker,3/9/1978,228 Sherman Road,,Fort Pierce,27.3896,-80.2615,FL,34949,1-(772)918-3845,1-(202)286-2971,,,Sales Representative,5/4/2015,1-(651)963-8562,Marilyn.Tucker@foo.com,1,1,875
572,Ryan,Vasquez,9/11/1987,5 Sage Hill,,Young America,44.8055,-93.7665,MN,55557,1-(952)709-1740,1-(716)801-9830,,,Chief Design Engineer,3/8/2014,1-(585)388-8620,Ryan.Vasquez@foo.com,3,2,580
573,Frances,Morgan,7/23/1979,2 Victoria Hill,Apt. B,Seattle,47.7161,-122.3004,WA,98175,1-(206)177-3231,1-(330)394-3742,,,Teacher,3/10/2010,1-(316)667-9551,Frances.Morgan@foo.com,2,3,861
574,Emily,Wheeler,1/17/1989,0409 Namekagon Street,,Fort Myers,26.5529,-81.9486,FL,33906,1-(239)355-5828,1-(213)856-1141,,,Engineer II,10/12/2014,1-(954)815-4619,Emily.Wheeler@foo.com,1,3,685
575,Lori,Holmes,2/10/1958,6575 Memorial Place,,Saint Paul,44.968,-93.1981,MN,55114,1-(612)912-6829,1-(405)630-6651,,,Research Associate,10/31/2015,1-(801)210-3816,Lori.Holmes@foo.com,1,1,866
576,Donald,Scott,3/14/1962,87657 Eastlawn Drive,,Phoenix,33.4724,-112.1832,AZ,85035,1-(623)185-8251,1-(301)278-8122,,,Pharmacist,5/11/2008,1-(251)417-7267,Donald.Scott@foo.com,5,3,968
577,Frances,Clark,3/12/1951,7 Chinook Parkway,,Akron,41.076,-81.4644,OH,44305,1-(330)854-8610,1-(831)710-9164,,,Graphic Designer,9/5/2014,1-(314)568-0917,Frances.Clark@foo.com,1,4,603
578,Joshua,Henry,7/3/1985,864 Annamark Trail,,Mobile,30.6589,-88.178,AL,36622,1-(251)588-4317,1-(804)460-6621,,,General Manager,11/18/2007,1-(503)724-1085,Joshua.Henry@foo.com,3,4,930
579,Ryan,Marshall,1/18/1976,0 Nelson Avenue,,Saginaw,43.4732,-83.9514,MI,48604,1-(989)147-0614,,,,Engineer II,9/20/2014,1-(215)561-6715,Ryan.Marshall@foo.com,3,1,948
580,Gloria,Walker,7/17/1957,5 Wayridge Drive,#3,Richmond,37.4011,-77.4615,VA,23237,1-(804)297-4248,1-(816)886-5528,,,Software Engineer II,4/10/2009,1-(801)277-0897,Gloria.Walker@foo.com,2,3,815
581,Gregory,Green,11/19/1963,498 Pleasure Lane,#1,Minneapolis,44.9378,-93.2545,MN,55407,1-(612)871-4552,1-(915)436-3491,,,Web Developer I,8/10/2014,1-(559)676-1958,Gregory.Green@foo.com,1,5,965
582,Clarence,Martinez,12/3/1985,9 Chinook Road,,El Paso,31.6948,-106.3,TX,79999,1-(915)416-3873,1-(925)439-7331,,,Social Worker,1/31/2009,1-(713)827-2279,Clarence.Martinez@foo.com,4,3,864
583,Virginia,Hall,11/7/1958,96 Melody Parkway,,Toledo,41.6868,-83.4394,OH,43635,1-(419)491-4287,1-(508)120-4480,,,Clinical Specialist,10/6/2007,1-(202)231-9956,Virginia.Hall@foo.com,1,5,641
584,Lori,Mitchell,3/2/1956,273 Doe Crossing Park,,Anchorage,61.1872,-149.8804,AK,99599,1-(907)909-8539,,,,Marketing Assistant,7/18/2014,1-(972)814-0956,Lori.Mitchell@foo.com,5,3,965
585,Kevin,Gibson,4/5/1960,6023 Hanson Pass,,San Jose,37.3894,-121.8868,CA,95194,1-(408)205-5729,1-(804)909-7966,,,Cost Accountant,7/5/2008,1-(850)115-0929,Kevin.Gibson@foo.com,2,5,832
586,Ryan,Ramirez,1/25/1961,0067 Miller Road,,Minneapolis,44.9054,-93.2361,MN,55417,1-(651)657-1248,1-(217)904-2945,,,Safety Technician IV,10/22/2009,1-(971)168-2908,Ryan.Ramirez@foo.com,1,2,772
587,Willie,Day,9/4/1986,0191 Spohn Way,,Pinellas Park,27.8402,-82.7125,FL,34665,1-(850)606-2126,1-(713)539-7321,,,Civil Engineer,12/18/2014,1-(952)452-8257,Willie.Day@foo.com,2,2,642
588,Bonnie,Perez,7/10/1990,75 John Wall Plaza,,Worcester,42.2492,-71.8108,MA,1610,1-(774)177-9407,1-(847)123-6743,,,Sales Associate,3/8/2011,1-(415)292-9441,Bonnie.Perez@foo.com,4,1,721
589,Joseph,Stevens,3/17/1990,3 Kedzie Circle,,El Paso,31.7674,-106.4304,TX,79905,1-(915)837-7246,1-(515)160-0176,,,Associate Professor,11/29/2013,1-(786)174-1406,Joseph.Stevens@foo.com,5,5,646
590,Diane,Myers,4/7/1979,1655 Karstens Place,,Dulles,39.009,-77.4422,VA,20189,1-(571)584-2579,1-(214)619-3724,,,Software Consultant,1/17/2006,1-(616)713-1117,Diane.Myers@foo.com,4,4,612
591,Nicole,Patterson,6/8/1952,43990 3rd Place,,New Haven,41.3657,-72.9275,CT,6520,1-(203)897-9505,1-(704)759-4544,,,Quality Control Specialist,12/2/2012,1-(919)757-6468,Nicole.Patterson@foo.com,5,5,820
592,Melissa,Harvey,5/5/1965,84 Carey Avenue,,Las Vegas,36.173,-115.0669,NV,89110,1-(702)979-3967,1-(602)552-8447,,,Recruiter,6/16/2010,1-(313)906-1585,Melissa.Harvey@foo.com,2,1,758
593,Laura,Palmer,7/7/1985,91 Hoepker Crossing,,Chattanooga,35.0018,-85.3138,TN,37410,1-(423)522-2079,1-(619)812-7534,,,Dental Hygienist,5/17/2012,1-(561)922-0711,Laura.Palmer@foo.com,2,2,758
594,Sean,Frazier,6/11/1969,1 Ilene Circle,,Mc Keesport,40.4344,-80.0248,PA,15134,1-(412)213-6081,,,,Software Consultant,4/6/2013,1-(786)694-4815,Sean.Frazier@foo.com,4,4,925
595,Frances,Marshall,4/26/1979,632 Leroy Hill,,Crawfordsville,40.04,-86.8936,IN,47937,1-(765)414-9371,1-(917)778-3031,,,Food Chemist,6/23/2010,1-(269)623-0220,Frances.Marshall@foo.com,3,5,627
596,Jacqueline,Smith,7/14/1990,514 Parkside Street,Floor 2,Salt Lake City,40.695,-112.0001,UT,84120,1-(801)993-6485,1-(706)132-7089,,,Community Outreach Specialist,4/14/2012,1-(904)788-8238,Jacqueline.Smith@foo.com,3,1,652
597,James,Wells,11/7/1964,653 Stuart Point,#3,Bethesda,39.0024,-77.1034,MD,20892,1-(301)301-5917,1-(757)513-7789,,,Compensation Analyst,2/13/2014,1-(626)188-5484,James.Wells@foo.com,3,2,855
598,Dennis,Alvarez,11/21/1986,328 Spaight Pass,,Sioux Falls,43.6746,-96.7913,SD,57193,1-(605)551-0001,1-(805)111-0108,,,Assistant Professor,1/13/2010,1-(404)719-2603,Dennis.Alvarez@foo.com,1,3,857
599,Emily,Black,7/29/1985,4 Pennsylvania Point,Suite 210,Lawrenceville,33.9367,-83.9573,GA,30045,1-(678)171-6186,1-(865)247-6619,,,Software Engineer IV,9/2/2014,1-(203)667-2149,Emily.Black@foo.com,3,1,679
600,Juan,Reynolds,12/17/1989,38 Monument Terrace,,Reston,38.8318,-77.2888,VA,22096,1-(571)289-5822,1-(702)731-8663,,,Media Manager III,8/30/2013,1-(904)404-0696,Juan.Reynolds@foo.com,3,4,947
601,Katherine,Sims,8/14/1974,80 Paget Road,Floor 2,Bakersfield,35.3855,-118.986,CA,93305,1-(661)195-1761,1-(513)910-7367,,,Information Systems Manager,8/20/2006,1-(806)317-2156,Katherine.Sims@foo.com,3,3,909
602,Adam,White,1/24/1964,1031 Annamark Circle,Apt. B,Fort Myers,26.5529,-81.9486,FL,33906,1-(239)564-5581,1-(540)583-2837,,,Nurse,3/6/2015,1-(202)531-4019,Adam.White@foo.com,5,5,696
603,Sara,Howell,5/12/1983,476 Lukken Point,,Billings,45.9497,-108.599,MT,59105,1-(406)923-6464,1-(605)816-1989,,,Geological Engineer,9/18/2011,1-(281)521-1128,Sara.Howell@foo.com,3,2,924
604,Helen,Hart,11/12/1964,68451 Bultman Drive,#1,Kingsport,36.5799,-82.5733,TN,37665,1-(423)334-9835,1-(904)703-2787,,,Assistant Media Planner,6/30/2011,1-(202)655-9134,Helen.Hart@foo.com,2,5,647
605,Tammy,Martinez,5/29/1970,990 Nelson Center,#1,Oakland,37.7641,-122.1633,CA,94605,1-(510)488-2220,1-(401)381-8801,,,Assistant Professor,10/14/2014,1-(561)964-2506,Tammy.Martinez@foo.com,3,2,858
606,Frances,Payne,5/11/1989,7444 Russell Terrace,,Mobile,30.6589,-88.178,AL,36622,1-(251)662-6776,1-(585)324-9124,,,Recruiting Manager,1/19/2013,1-(770)899-7307,Frances.Payne@foo.com,4,4,696
607,Lori,Cook,9/27/1969,1973 Pepper Wood Court,,Jacksonville,30.329,-81.8176,FL,32220,1-(904)516-2158,1-(651)815-0340,,,Payment Adjustment Coordinator,9/21/2012,1-(626)740-1307,Lori.Cook@foo.com,3,3,926
608,Lori,Larson,6/26/1991,48563 Lillian Plaza,,Suffolk,36.8926,-76.5142,VA,23436,1-(757)834-9221,1-(971)829-9901,,,Software Consultant,10/30/2006,1-(864)236-7325,Lori.Larson@foo.com,2,3,651
609,Carl,Owens,9/14/1961,34219 Fair Oaks Hill,,New Haven,41.3087,-72.9271,CT,6510,1-(203)117-1851,1-(561)992-2849,,,Product Engineer,8/12/2006,1-(732)520-5919,Carl.Owens@foo.com,4,5,833
610,Frank,Spencer,1/20/1957,7 Lindbergh Circle,#1,Raleigh,35.7977,-78.6253,NC,27621,1-(919)178-1297,1-(305)803-9063,,,Recruiter,8/12/2014,1-(650)475-2238,Frank.Spencer@foo.com,5,5,698
611,Sean,Mills,12/16/1988,03 Fieldstone Terrace,,Tallahassee,30.4793,-84.3462,FL,32314,1-(850)632-4828,1-(786)836-9788,,,Legal Assistant,11/22/2007,1-(916)998-5740,Sean.Mills@foo.com,4,1,913
612,Martin,Richardson,10/20/1957,834 6th Crossing,,Boulder,40.0878,-105.3735,CO,80310,1-(303)265-8759,1-(860)242-2558,,,Compensation Analyst,1/15/2009,1-(719)722-9889,Martin.Richardson@foo.com,5,1,858
613,Ruby,Cunningham,5/29/1979,429 Park Meadow Point,,El Paso,31.6948,-106.3,TX,88535,1-(915)584-4371,1-(412)721-7016,,,Environmental Specialist,12/29/2005,1-(205)887-2084,Ruby.Cunningham@foo.com,4,2,976
614,Doris,Roberts,7/26/1987,8127 Monterey Place,,Ocala,29.1565,-82.2095,FL,34474,1-(352)211-8203,,,,Librarian,4/30/2013,1-(505)950-4025,Doris.Roberts@foo.com,1,4,706
615,Bobby,Garcia,9/15/1980,92300 Harbort Way,,Minneapolis,45.0632,-93.3811,MN,55428,1-(763)650-3246,1-(215)611-8946,,,Actuary,4/18/2007,1-(615)353-2460,Bobby.Garcia@foo.com,2,4,692
616,Shawn,Snyder,3/26/1974,844 Graceland Junction,,Birmingham,33.5446,-86.9292,AL,35231,1-(205)754-5697,1-(205)507-7147,,,Human Resources Manager,3/8/2013,1-(502)265-7849,Shawn.Snyder@foo.com,3,2,798
617,Cynthia,Cole,6/24/1959,249 Kings Way,,Fort Pierce,27.4049,-80.3623,FL,34981,1-(772)997-9592,1-(626)444-2046,,,Structural Analysis Engineer,8/6/2009,1-(251)341-6635,Cynthia.Cole@foo.com,5,5,902
618,Shawn,Weaver,3/8/1973,03396 Glacier Hill Court,,Indianapolis,39.7265,-86.0005,IN,46239,1-(317)144-5338,1-(203)307-9250,,,Senior Developer,8/10/2012,1-(786)411-6054,Shawn.Weaver@foo.com,2,5,999
619,Pamela,Lee,7/7/1993,4 Rieder Terrace,,Brockton,41.9705,-70.7014,MA,2305,1-(508)478-7418,1-(508)755-8389,,,Actuary,6/15/2006,1-(617)749-4214,Pamela.Lee@foo.com,3,3,812
620,Justin,Murphy,7/28/1967,36659 Vera Junction,,Chicago,41.8804,-87.7223,IL,60624,1-(312)457-9306,,,,Operator,12/27/2007,1-(214)999-9598,Justin.Murphy@foo.com,2,3,680
621,Ryan,Ruiz,12/30/1950,165 Mosinee Point,,Missoula,47.116,-114.0498,MT,59806,1-(406)854-5710,1-(310)545-5300,,,Assistant Professor,10/31/2006,1-(309)694-4491,Ryan.Ruiz@foo.com,5,2,955
622,Irene,Williamson,3/3/1974,19459 Charing Cross Point,Floor 2,Dallas,32.7673,-96.7776,TX,75260,1-(214)856-4255,,,,Senior Financial Analyst,7/10/2015,1-(786)435-3496,Irene.Williamson@foo.com,1,2,624
623,Craig,Armstrong,3/20/1978,1127 Warrior Crossing,,Louisville,38.2149,-85.6245,KY,40220,1-(502)629-4840,1-(404)385-3283,,,Chief Design Engineer,2/5/2006,1-(406)729-2210,Craig.Armstrong@foo.com,5,1,994
624,Judy,Rivera,11/18/1975,306 Duke Trail,,Washington,38.9164,-76.9948,DC,20430,1-(202)160-3411,1-(913)647-6838,,,Help Desk Operator,5/15/2011,1-(859)921-8790,Judy.Rivera@foo.com,4,1,743
625,Christine,Reynolds,9/9/1983,49 Monument Circle,,Brooklyn,40.6451,-73.945,NY,11241,1-(347)798-0733,1-(214)846-8136,,,Marketing Manager,3/27/2009,1-(330)758-6870,Christine.Reynolds@foo.com,1,1,953
626,Heather,Gordon,9/24/1967,06965 Hoffman Crossing,,Albuquerque,35.0443,-106.6729,NM,87140,1-(505)270-6349,1-(941)266-7385,,,Biostatistician III,6/13/2009,1-(785)382-3186,Heather.Gordon@foo.com,1,5,797
